"X","...1","s.gender","s.level","infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
263,263,1,1,2,2,1,1,4,1,1,3,1,2,4,4,1,3,4,2,4,3,2,3,3,3,5,2,7.9,9.27,2.8,2.12,1,1,3,4,3,3,4,4,5,1,"C",2,0
264,264,1,1,1,3,1,4,4,1,1,1,1,2,4,4,1,3,4,2,3,3,3,3,3,3,3,2,17.2,2.12,3.73,2.56,2,1,3,4,2,3,3,3,1,1,"C",2,1
265,265,1,1,2,4,1,2,4,1,1,1,1,3,4,4,1,4,2,1,1,2,1,5,4,4,5,3,6.4,19.99,2.62,2.58,2,1,1,3,1,3,1,2,1,1,"C",2,2
266,266,2,1,2,3,3,1,3,1,1,3,1,2,4,2,1,4,1,1,1,1,1,5,5,5,5,3,15,19.92,3.07,3.02,2,3,1,4,3,3,5,3,5,1,"C",2,3
267,267,1,1,2,2,1,2,3,2,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,12.3,19.88,3.3,3.3,2,2,1,5,4,3,3,4,5,1,"C",2,1
268,268,2,1,1,3,1,2,2,3,1,3,1,3,4,3,2,4,3,2,3,2,1,5,5,5,5,3,17.1,19.93,3.12,2.98,2,1,3,1,1,3,3,1,2,1,"C",2,2
269,269,2,1,2,3,1,1,1,3,1,3,1,3,4,4,2,4,4,2,4,4,3,5,3,3,4,2,17.6,7.6,3.11,2.3,2,2,1,3,3,3,4,4,4,1,"C",1,0
270,270,2,1,2,3,2,4,4,1,1,2,3,1,4,4,1,4,3,2,3,2,2,5,5,5,5,3,12.1,18.39,2.8,2.8,1,1,3,1,1,2,1,1,1,1,"C",2,1
271,271,2,1,2,3,1,1,1,1,1,3,1,2,4,4,2,4,5,5,4,5,4,3,2,3,2,1,17.5,4.81,3.25,2.08,2,3,3,5,5,5,5,5,5,1,"C",2,1
272,272,2,1,2,3,1,3,1,2,1,1,1,1,4,4,4,4,3,2,3,2,1,5,5,4,5,3,11.1,19.72,2.72,2.66,2,2,2,5,3,5,4,3,4,1,"C",2,1
273,273,1,1,2,2,1,4,4,1,1,1,1,4,4,2,1,4,4,4,4,5,4,2,2,1,2,1,14.9,0.14,3.2,1.8,2,1,3,5,5,5,5,5,5,1,"C",2,0
274,274,1,1,2,1,1,4,4,3,1,1,1,1,4,4,1,2,3,2,4,3,3,4,2,3,3,2,11.1,7.13,3.44,2.65,2,2,2,5,4,3,5,4,5,1,"C",2,1
275,275,1,1,2,3,1,4,4,1,1,2,1,4,4,1,1,4,4,2,4,4,3,3,3,3,2,1,13,2.95,2.61,1.65,2,1,2,4,1,3,3,5,4,1,"C",2,0
276,276,2,1,2,3,1,1,3,2,1,1,1,3,3,4,1,4,2,1,1,2,1,5,5,5,5,3,15.2,19.59,3.12,3.12,2,3,1,1,1,3,1,2,4,1,"C",2,3
277,277,1,1,2,2,1,2,4,1,1,1,2,3,4,4,1,4,2,1,1,2,1,5,4,4,5,3,9.5,19.14,2.73,2.7,2,3,1,1,2,3,1,2,1,1,"C",2,2
278,278,2,1,1,3,1,3,4,2,1,1,1,3,4,2,2,4,5,4,4,5,5,4,3,4,3,1,14.6,1.28,2.94,1.66,1,2,2,4,1,2,2,1,1,1,"C",2,0
279,279,1,1,2,4,3,2,4,1,1,1,1,2,4,4,1,4,2,1,1,1,1,5,4,5,5,3,14.5,18.51,3.22,3.2,2,1,1,1,1,1,1,2,1,1,"C",2,2
280,280,1,1,2,3,1,2,4,1,1,2,1,4,4,4,1,4,3,2,3,2,1,5,4,4,5,3,8.8,15.77,2.76,2.71,1,1,3,1,2,3,4,2,2,1,"C",2,2
281,281,2,1,2,3,1,3,2,2,1,2,1,2,4,3,1,4,5,5,4,4,5,3,3,3,5,1,15.6,0.18,2.9,1.66,2,3,1,1,3,3,4,5,1,1,"C",2,0
282,282,2,1,2,3,2,2,1,4,1,4,1,3,4,3,1,4,3,2,3,2,1,5,4,4,4,3,10.1,14.87,2.22,2.08,2,2,2,4,3,3,4,5,4,1,"C",2,2
283,283,2,1,2,3,1,3,1,4,1,3,1,2,4,2,1,4,4,3,4,4,2,4,4,3,5,1,16.3,7.91,3.35,2.72,2,2,2,5,3,3,4,5,4,1,"C",2,1
284,284,2,1,2,3,1,2,1,4,1,4,1,3,3,4,1,4,3,2,3,2,2,5,5,4,5,3,10.3,17.61,2.62,2.38,1,2,2,1,1,3,2,2,1,1,"C",1,1
285,285,2,1,1,3,1,3,3,3,1,2,1,1,4,4,1,4,4,2,4,3,3,5,4,4,5,1,18.3,8.4,3.15,2.38,2,2,1,4,1,3,4,2,4,1,"C",2,1
286,286,1,1,2,3,1,4,4,1,1,3,1,4,4,4,1,4,2,1,2,2,1,5,5,4,5,3,8.7,18.5,3.16,3.1,2,2,1,1,1,1,2,2,1,1,"C",2,2
287,287,1,1,2,2,1,1,4,1,1,1,1,2,4,4,1,4,3,2,3,2,2,4,3,3,4,3,10.5,5.72,3.17,2.46,1,2,3,1,1,2,2,1,1,1,"C",2,1
288,288,2,1,2,3,1,3,1,4,1,3,1,4,4,2,1,4,4,2,4,5,3,5,4,4,5,2,17,12.77,2.85,2.39,2,3,1,1,1,3,3,4,1,1,"C",2,1
289,289,1,1,2,2,1,2,4,1,1,1,1,4,3,3,1,4,3,2,4,3,3,3,2,3,3,1,13.1,0.77,3.16,1.92,2,2,2,1,1,3,1,2,1,1,"C",2,2
290,290,2,1,2,3,2,1,1,4,3,1,1,4,4,3,1,4,3,2,3,3,2,5,4,4,5,2,11,13.61,3.23,2.88,2,2,1,4,3,3,4,4,4,1,"C",2,1
291,291,1,1,2,3,1,1,3,2,1,1,1,2,4,3,1,4,3,2,3,2,2,5,3,3,3,3,12.5,15.76,2.5,2.24,2,2,3,5,5,5,5,5,5,1,"C",2,1
292,292,1,1,2,3,2,3,4,1,1,1,1,1,4,2,1,4,3,2,3,3,2,3,3,3,3,2,15.1,14.99,3.86,3.77,2,1,2,3,2,3,3,4,1,1,"C",2,2
293,293,1,1,2,3,1,1,3,1,1,2,1,1,4,4,1,4,4,2,4,4,3,3,3,2,3,2,13.7,4.22,2.78,1.76,2,2,3,4,3,3,5,5,5,1,"C",2,1
294,294,2,1,2,3,1,4,1,4,1,3,1,4,3,4,1,4,3,2,3,2,2,5,5,4,5,3,15.1,19.51,3.49,3.47,1,2,2,3,3,3,3,4,4,1,"C",2,2
295,295,2,1,2,3,3,1,3,1,1,2,1,2,4,4,1,4,3,2,3,2,1,5,4,4,5,1,12.4,14.37,1.93,1.77,2,2,1,1,1,3,3,2,1,1,"C",2,2
296,296,1,1,1,2,2,4,4,1,1,1,1,2,4,4,1,4,3,2,3,2,1,5,3,4,5,3,15,16.36,3.15,3.13,1,3,2,3,1,3,3,2,4,1,"C",2,1
297,297,2,1,2,3,1,1,4,1,1,2,1,4,4,4,1,4,5,5,5,5,4,3,3,2,1,1,7.8,1.3,2.34,1.14,1,1,3,1,1,1,1,1,1,1,"C",2,0
298,298,1,1,2,3,1,1,4,3,1,1,1,4,4,3,1,4,2,2,3,2,1,5,5,5,5,3,15.3,19.63,2.65,2.62,1,3,2,1,1,2,3,2,1,1,"C",1,0
299,299,1,1,1,3,1,3,4,1,1,1,1,1,4,4,1,3,4,2,4,2,3,3,1,2,3,1,10.9,5.82,2.72,1.88,1,1,2,1,1,1,1,2,1,1,"C",2,1
300,300,2,1,1,3,2,3,1,3,1,2,1,1,4,4,1,4,5,5,4,5,5,3,2,2,2,1,12.3,0.82,2.95,1.65,2,3,1,5,5,5,4,5,5,1,"C",2,1
301,301,1,1,2,2,1,2,4,3,1,1,1,1,4,4,2,4,3,2,2,2,1,4,3,4,4,3,15.6,16.67,2.93,2.92,2,2,2,5,5,3,4,5,5,1,"C",2,2
302,302,2,1,2,3,1,1,2,4,1,2,1,2,4,3,1,4,4,3,4,5,4,5,3,4,5,2,14.4,5.42,3.52,2.7,1,2,2,1,1,1,1,1,1,1,"C",2,1
303,303,2,1,2,2,1,1,3,3,1,2,1,1,3,4,1,4,4,4,4,5,3,3,3,2,2,1,9.9,1.15,2.17,1.12,2,2,3,5,5,5,5,5,5,1,"C",2,1
304,304,2,1,2,3,1,4,3,3,1,1,1,2,4,3,1,4,4,3,4,4,4,5,4,4,4,1,10.3,2.27,2.32,1.2,2,3,1,5,5,5,5,5,5,1,"C",2,1
305,305,1,1,2,2,2,3,4,1,1,2,1,4,4,3,1,4,4,2,4,4,4,3,2,2,3,1,11.4,3.08,2.83,1.85,1,2,3,5,3,3,4,2,2,1,"C",2,1
306,306,1,1,2,3,1,3,4,2,1,3,1,4,4,3,1,4,2,1,3,2,1,5,5,4,5,3,10.7,15.89,2.85,2.72,1,2,2,3,2,3,3,2,1,1,"C",2,1
307,307,2,1,1,3,1,3,1,2,1,2,1,1,3,4,2,4,2,1,2,2,1,5,5,5,5,3,16.6,18.86,2.57,2.49,1,1,1,1,1,1,1,1,1,1,"C",2,3
308,308,2,1,1,3,2,1,2,1,1,2,1,2,4,4,1,4,2,1,2,1,1,5,5,5,5,3,9.2,19.58,1.73,1.72,2,2,3,5,5,5,5,5,5,1,"C",2,2
309,309,1,1,2,2,1,4,1,1,1,1,1,3,4,4,1,4,1,1,3,2,1,5,5,4,5,3,8,19.76,2.52,2.51,2,2,1,3,3,3,4,2,1,1,"C",1,1
310,310,1,1,2,2,3,1,2,1,1,3,1,4,4,4,1,4,4,3,4,4,4,3,2,3,4,1,15,9.87,3.17,2.58,2,1,1,1,1,1,1,1,1,1,"C",2,1
311,311,2,1,2,3,1,3,2,1,1,2,1,4,3,2,1,4,4,5,4,5,5,3,3,3,3,1,8.5,2.02,2.31,1.18,2,1,2,1,1,2,1,1,1,1,"C",2,0
312,312,2,1,2,3,1,4,3,4,1,1,1,4,4,3,1,4,3,2,4,3,3,3,4,4,3,2,15.4,15,3.86,3.54,1,1,2,1,1,1,1,1,1,1,"C",2,1
313,313,1,1,2,2,1,2,4,2,1,2,1,4,4,4,1,4,4,2,4,4,3,3,2,3,2,2,12.9,3.05,2.54,1.63,2,2,2,3,1,3,3,4,1,1,"C",2,0
314,314,2,1,2,4,1,4,2,1,1,2,1,2,4,4,1,4,4,4,4,4,3,5,4,3,5,2,15.9,11.55,3.11,2.63,2,3,3,5,5,5,5,5,5,1,"C",2,1
315,315,1,1,1,2,1,2,4,2,1,2,1,2,4,1,1,3,4,4,4,5,4,3,2,1,2,1,16,4.43,3,2,1,1,1,1,1,1,1,1,1,1,"C",2,0
316,316,1,1,2,2,1,2,3,1,1,1,1,1,4,4,1,4,3,2,3,2,1,4,4,4,4,3,7.7,16.23,2.71,2.6,1,1,2,1,1,1,1,1,1,1,"C",2,0
317,317,1,1,2,3,1,4,4,1,1,4,1,1,3,4,1,4,3,2,4,4,3,3,2,3,2,1,12,4.28,2.93,2.04,1,1,2,1,1,2,1,1,1,1,"C",2,1
318,318,1,1,2,3,1,3,3,1,1,1,1,2,4,4,1,2,2,2,3,2,1,5,5,4,5,3,11.9,18.78,3.34,3.23,2,2,2,5,5,5,5,5,5,1,"C",2,2
319,319,2,1,2,3,1,4,1,1,1,4,1,1,4,4,1,4,5,4,4,5,3,3,3,3,4,1,13.5,4.83,3.14,2.1,2,2,2,5,3,5,5,4,4,1,"C",2,1
320,320,2,1,2,3,1,3,4,1,1,4,1,1,4,4,1,4,3,2,3,2,1,5,5,4,5,3,15.4,19.75,3.14,3.09,1,3,1,1,1,3,1,1,1,1,"C",2,1
321,321,2,1,2,3,1,1,4,2,1,4,1,2,4,4,1,4,2,2,1,2,1,5,5,5,5,3,13.4,19.96,3.36,3.34,2,2,2,5,5,5,5,5,5,1,"C",2,3
322,322,1,1,1,3,1,3,4,1,1,1,1,2,4,2,1,2,5,5,5,5,5,2,1,1,1,1,14.4,0.6,3.35,2.11,1,3,1,1,1,1,1,1,1,1,"C",2,0
323,323,1,1,2,2,1,3,4,1,1,2,1,4,4,4,1,4,3,2,3,1,1,5,5,4,5,3,15.4,18.61,2.21,2.19,2,2,1,4,3,3,5,5,4,1,"C",1,1
324,324,1,1,2,3,1,2,4,2,1,2,1,2,4,3,1,4,2,1,2,1,1,5,4,4,5,3,9,18.12,2.25,2.24,1,3,1,1,1,1,1,1,1,1,"C",2,1
325,325,1,1,2,3,1,3,2,2,1,1,1,4,4,1,1,4,3,2,3,2,2,5,3,4,2,3,15.7,17.03,3.19,3.13,2,2,3,5,2,3,5,4,2,1,"C",2,1
326,326,1,1,2,3,1,3,3,1,1,2,1,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,9,19.99,2.7,2.7,2,2,2,5,4,5,4,5,5,1,"C",2,2
327,327,2,1,2,3,1,2,2,3,2,2,1,1,4,3,1,4,5,5,4,5,5,3,3,1,3,1,16.8,0.22,3.16,1.84,2,3,3,5,5,5,5,5,5,1,"C",2,1
328,328,1,1,2,3,1,1,3,2,1,1,1,4,3,4,1,3,3,2,3,3,2,2,2,1,2,1,14.6,3.86,3.19,2.21,1,3,1,3,2,3,3,2,2,1,"C",2,1
329,329,1,1,2,3,2,3,2,2,1,4,1,1,4,4,1,4,1,1,1,1,1,5,4,4,5,3,10.5,17.57,2.53,2.48,1,3,2,4,1,3,4,4,4,1,"C",2,1
330,330,1,1,2,3,3,3,4,3,1,1,1,1,4,4,1,3,4,2,4,3,3,3,3,3,3,2,13,7.72,2.73,2,2,1,1,1,1,1,1,1,1,1,"C",2,0
331,331,1,1,1,3,1,4,4,1,1,2,1,2,4,2,1,3,4,2,4,4,3,3,1,1,2,2,10,2.73,2.83,1.83,1,2,3,1,1,3,1,2,1,1,"C",2,0
332,332,1,1,2,2,1,2,3,1,1,1,1,2,4,3,1,2,3,2,3,3,2,3,4,3,3,2,8.6,17.39,2.22,2.11,1,2,2,3,1,3,3,2,1,1,"C",2,1
333,333,2,1,2,3,4,3,1,2,1,1,1,4,4,3,1,4,5,5,5,5,5,2,2,2,1,1,15.5,1,3.07,1.82,2,3,1,3,3,5,4,2,5,1,"C",2,0
334,334,2,1,1,4,1,3,2,4,1,3,1,3,4,3,1,4,4,2,4,3,2,4,4,3,4,2,9,6.99,2.36,1.66,2,1,2,4,3,3,4,5,4,1,"C",2,1
335,335,1,1,2,2,1,2,3,2,1,1,1,4,4,4,1,3,1,1,1,1,1,5,5,5,5,3,7.8,19.36,2.15,2.15,1,2,3,1,1,3,2,1,4,1,"C",2,4
336,336,2,1,1,3,1,4,3,2,2,4,1,3,4,4,1,4,4,2,4,4,3,4,4,4,3,1,13.6,5.61,3.03,2.15,2,2,1,3,1,3,1,1,1,1,"C",2,1
337,337,1,1,2,2,1,3,4,1,1,2,1,4,4,4,1,4,1,1,1,1,1,5,4,4,5,3,13.1,19.52,2.62,2.62,1,3,2,3,2,3,3,2,1,1,"C",2,2
338,338,2,1,2,2,1,4,1,1,1,2,1,1,4,3,1,4,4,2,4,4,3,4,4,4,5,2,12.5,11.99,3.36,2.97,1,2,3,4,3,3,4,4,1,1,"C",2,1
339,339,2,1,1,3,1,2,1,1,2,1,1,4,4,4,1,4,3,2,3,2,1,5,5,5,5,3,10.9,18.7,1.9,1.9,1,1,2,1,1,1,1,1,1,1,"C",2,1
340,340,2,1,1,4,1,1,1,2,3,2,1,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,12,19.82,3.7,3.69,2,2,1,1,1,1,1,1,1,1,"C",2,2
341,341,2,1,2,3,2,2,3,4,1,3,1,1,4,4,1,4,4,4,4,4,4,3,3,3,2,1,9.6,0.34,2.55,1.27,2,2,2,4,4,3,3,2,1,1,"C",2,0
342,342,2,1,1,3,1,1,3,1,1,3,1,3,4,4,1,4,3,2,3,2,1,5,4,5,5,3,17.6,18.77,3.45,3.45,2,2,2,5,3,5,5,5,2,1,"C",2,2
343,343,2,1,2,2,1,1,4,1,1,2,1,4,4,4,1,4,3,2,3,2,1,5,5,5,5,2,11.9,19.42,3.22,3.22,1,3,1,1,1,3,4,2,2,1,"C",2,3
344,344,1,1,2,2,1,2,3,1,1,2,1,2,4,4,1,1,3,2,3,3,2,3,3,2,3,2,13.4,8.23,2.43,1.79,1,1,2,1,1,1,1,2,1,1,"C",2,1
345,345,1,1,2,3,1,1,3,1,1,1,1,3,4,4,1,4,2,2,3,1,1,5,4,4,5,3,11.2,19.53,3.05,3.03,1,2,1,1,1,1,1,1,1,1,"C",2,1
346,346,2,1,2,2,1,4,1,1,1,2,1,2,4,4,1,4,5,5,5,5,5,3,3,3,2,1,11.7,0.43,2.54,1.23,1,2,2,4,1,1,1,2,1,1,"C",2,1
347,347,1,1,1,3,1,4,1,1,1,3,1,3,4,3,1,4,5,5,5,5,5,1,1,1,1,1,8.4,0.64,2.45,1.19,2,1,3,4,2,3,4,2,4,1,"C",2,0
348,348,2,1,2,3,1,1,1,2,1,2,1,2,4,4,1,4,3,2,3,2,1,5,5,4,5,2,12,17.67,2.95,2.92,1,1,3,1,1,3,1,2,1,1,"C",2,2
349,349,2,1,2,3,1,3,1,2,1,3,1,4,4,4,1,4,3,2,3,2,2,5,5,4,5,2,11.1,14.78,3.06,2.83,2,2,3,5,3,5,5,5,5,1,"C",2,1
350,350,2,1,2,3,1,2,1,1,1,1,1,3,4,3,1,4,3,2,4,3,2,5,5,4,5,3,12.7,10.94,2.61,2.13,2,2,3,5,5,5,5,5,5,1,"C",2,0
351,351,2,1,1,3,1,4,3,1,1,3,1,3,4,4,1,4,3,2,4,3,2,5,4,4,5,2,16.8,12.44,3.36,2.96,1,3,2,4,3,3,3,2,4,1,"N",2,0
352,352,1,1,2,2,1,3,4,2,1,2,1,1,4,4,1,4,3,2,3,2,1,5,4,4,5,3,14.5,18.57,3.49,3.47,1,2,3,4,3,3,4,3,4,1,"N",1,1
353,353,1,1,1,2,1,3,2,3,1,1,1,1,4,4,1,2,3,2,3,2,1,3,4,3,3,3,8.4,13.28,2.6,2.35,2,2,3,5,5,5,5,5,5,1,"N",2,0
354,354,1,1,2,2,2,2,4,1,1,3,1,3,4,4,1,4,2,2,3,2,1,5,4,4,5,3,16.6,19.78,3.74,3.72,2,1,2,1,1,1,1,1,1,1,"N",1,1
355,355,1,1,2,3,1,1,3,1,1,3,1,4,4,4,1,4,2,1,1,1,1,5,5,5,5,3,12.1,16.08,3.17,2.99,1,2,2,1,1,2,1,1,1,1,"N",2,2
356,356,2,1,2,3,2,3,1,2,1,1,1,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.3,19.23,3.49,3.48,2,2,1,3,1,3,4,4,4,1,"N",1,2
357,357,2,1,2,3,1,1,4,4,1,1,1,1,4,4,1,3,5,5,5,5,5,2,1,1,2,1,10,0.3,1.89,0.57,1,2,3,3,1,3,1,3,2,1,"N",2,1
358,358,2,1,1,3,2,2,4,1,1,2,1,2,4,4,1,4,4,2,4,5,3,5,3,4,4,1,14.8,2,2.61,1.47,2,2,3,5,5,5,5,5,5,1,"N",2,1
359,359,1,1,2,3,1,3,4,1,1,1,1,3,4,4,1,2,3,2,2,2,1,5,4,4,4,3,10.1,19.05,2.5,2.45,2,1,2,4,2,3,4,4,5,1,"N",1,1
360,360,1,1,2,2,1,2,4,1,1,4,1,1,4,2,1,4,2,1,1,2,1,5,4,5,5,3,15,19.94,3.05,3.03,2,3,1,4,3,5,5,5,5,1,"N",1,1
361,361,1,1,1,3,1,1,4,2,1,2,1,1,1,4,2,4,1,1,1,1,1,5,5,5,5,3,12.3,18.15,2.96,2.96,1,3,2,3,1,3,1,4,1,1,"N",1,3
362,362,1,1,1,3,1,1,4,2,1,3,1,2,3,4,1,4,2,1,1,1,1,5,4,4,5,3,9.2,19.96,2.61,2.56,2,1,2,1,1,3,3,1,1,1,"N",1,1
363,363,2,1,1,3,1,4,1,2,1,2,1,3,4,4,1,4,3,2,3,2,1,5,4,5,5,2,5.3,18.06,2.67,2.66,2,1,2,4,2,3,4,3,5,1,"N",2,2
364,364,2,1,2,2,1,4,4,4,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.7,19.89,3.52,3.51,2,3,1,4,2,3,5,4,2,1,"N",1,3
365,365,1,1,2,2,1,4,4,2,1,2,1,2,4,4,1,4,3,2,3,2,2,3,4,3,3,1,9.2,9.36,2.29,1.63,1,1,3,1,1,1,1,1,1,1,"N",2,0
366,366,2,1,1,4,1,1,3,4,1,2,1,2,4,1,1,4,2,2,2,2,1,5,5,5,5,3,17.6,19.94,3.17,3.12,1,2,3,1,2,3,3,2,1,1,"N",2,3
367,367,2,1,2,3,1,3,3,3,1,1,1,3,2,4,1,3,2,2,3,2,1,5,5,5,5,3,13.4,18.56,2.97,2.96,2,2,2,5,4,3,4,5,5,1,"N",2,3
368,368,1,1,2,3,3,2,1,1,1,2,1,3,4,4,1,4,1,1,3,2,1,5,5,5,5,3,11.9,19.51,3.5,3.49,1,1,1,1,1,1,1,1,1,1,"N",1,1
369,369,2,1,2,2,1,2,4,4,1,1,1,2,4,4,1,4,4,4,4,4,3,3,2,2,2,1,16.4,3.48,3.83,2.86,2,2,1,4,3,3,5,2,5,1,"N",1,1
370,370,1,1,1,3,1,1,4,2,1,2,1,4,4,4,1,3,2,1,1,1,1,5,5,5,5,3,9.7,19.2,2.71,2.6,1,1,2,1,1,1,1,1,1,1,"N",1,1
371,371,1,1,1,3,1,1,4,1,1,2,1,3,4,4,1,2,1,1,1,1,1,5,4,4,5,3,9.8,19.22,2.88,2.88,2,1,2,1,1,3,2,2,3,1,"N",1,2
372,372,2,1,2,3,1,4,2,3,1,4,1,2,1,3,1,4,2,1,3,2,1,5,5,5,5,3,16.7,19.08,3.4,3.35,1,3,3,1,1,3,1,2,1,1,"N",1,1
373,373,2,1,2,3,1,4,3,4,1,2,1,3,4,4,1,2,1,1,1,1,1,5,5,5,5,3,6.2,19.81,2.19,2.18,1,3,1,1,1,1,1,1,1,1,"N",1,2
374,374,2,1,2,2,1,1,3,1,1,1,1,3,4,2,1,4,1,1,1,1,1,5,5,5,5,3,10,19.77,2.95,2.95,1,1,3,1,1,1,1,1,1,1,"N",1,1
375,375,2,1,1,2,1,1,4,2,1,4,1,1,4,4,1,4,3,2,3,3,1,5,5,5,5,3,8.1,18.31,2.85,2.76,2,2,2,4,3,3,3,2,5,1,"N",2,1
376,376,2,1,2,3,1,3,1,3,1,3,1,1,3,4,1,4,3,2,3,4,3,5,4,4,5,2,10.5,12.57,2.07,1.68,2,1,2,4,3,3,4,4,5,1,"N",2,1
377,377,1,1,2,3,1,4,4,1,1,2,1,3,4,3,1,4,2,2,3,2,1,5,4,4,5,3,14.2,19.56,3.43,3.42,1,2,3,5,4,3,5,5,5,1,"N",2,1
378,378,1,1,1,3,1,2,4,3,2,1,1,3,4,1,1,2,3,2,3,2,1,3,3,3,3,3,9.7,10.52,2.66,2.28,2,1,1,1,1,2,1,1,1,1,"N",1,2
379,379,2,1,2,3,1,4,3,4,1,2,1,3,4,4,1,4,3,2,3,2,1,5,5,5,5,3,9.9,17.28,2.3,2.25,2,1,1,1,1,2,1,2,1,1,"N",1,2
380,380,2,1,2,3,1,4,4,1,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,11.5,19.53,2.44,2.43,1,1,1,1,1,1,1,1,1,1,"N",2,4
381,381,1,1,1,2,2,3,4,1,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.5,19.69,2.85,2.85,1,2,3,3,1,3,4,4,5,1,"N",2,1
382,382,2,1,2,3,1,1,2,2,1,3,1,1,4,4,1,4,3,2,3,2,1,5,5,5,5,3,11.7,19.64,1.88,1.81,1,1,3,4,2,5,3,4,2,1,"N",1,1
383,383,1,1,2,3,3,1,4,1,1,1,1,2,4,3,1,4,1,1,1,1,1,5,5,5,5,3,8.1,19.97,2.5,2.49,1,2,2,1,1,3,2,1,1,1,"N",1,2
384,384,1,1,2,3,2,3,3,1,1,2,1,3,3,4,1,2,4,2,4,2,2,3,3,3,3,2,9,8.66,2.62,1.94,2,3,1,5,3,3,4,3,5,1,"N",1,0
385,385,1,1,2,3,1,1,2,1,1,4,1,3,4,4,1,4,2,2,3,2,1,5,5,4,5,3,14.8,19.71,2.89,2.88,1,2,3,1,3,3,4,2,2,1,"N",1,1
386,386,1,1,2,3,1,3,4,1,1,1,2,4,4,3,1,4,3,1,2,2,1,5,5,4,5,3,14.7,19.28,2.28,2.24,2,2,1,4,2,3,4,2,1,1,"N",1,0
387,387,1,1,2,3,3,4,3,3,1,2,1,3,4,3,1,2,3,2,3,3,3,4,3,4,4,2,16.2,6.42,2.48,1.73,2,2,2,4,3,3,3,5,4,1,"N",2,1
388,388,2,1,2,3,1,2,1,4,1,4,1,1,4,4,1,4,2,1,1,1,1,5,5,5,5,3,11.9,19.85,3.16,3.14,2,1,1,1,1,2,1,1,1,1,"N",1,2
389,389,1,1,2,3,1,3,4,1,1,1,1,1,4,4,1,4,2,2,3,2,1,5,3,4,5,3,8.5,15.97,1.89,1.68,1,1,2,1,1,1,1,1,1,1,"N",2,1
390,390,1,1,2,2,1,1,4,1,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,4,5,3,9.3,19.76,2.72,2.69,1,1,3,1,1,1,1,1,1,1,"N",1,1
391,391,1,1,1,2,1,1,3,1,1,1,1,3,4,4,1,4,5,5,5,5,4,2,1,1,1,1,11.6,0.55,2.91,1.61,1,1,3,4,3,3,3,2,3,1,"N",2,0
392,392,1,1,2,3,1,3,3,1,1,3,1,3,3,2,1,2,3,2,3,2,1,3,3,3,3,2,16.3,13.01,3.24,2.97,2,1,3,5,4,3,4,5,4,1,"N",2,2
393,393,2,1,2,3,1,3,1,1,1,1,1,2,4,3,1,4,5,5,5,5,5,3,1,2,2,1,15.1,1.27,2.5,1.17,2,3,2,5,5,5,5,5,5,1,"N",2,0
394,394,2,1,2,3,1,4,2,2,1,4,1,1,4,1,1,4,3,2,3,2,1,5,4,4,5,3,11.4,18.44,2.71,2.57,2,1,3,4,3,3,3,5,5,1,"N",1,1
395,395,2,1,2,4,2,4,1,1,1,1,1,1,4,4,1,4,2,2,3,1,2,5,5,5,5,3,12.9,17.71,3.46,3.45,1,3,2,3,1,3,2,2,4,1,"N",1,2
396,396,2,1,2,3,1,4,3,1,1,2,1,3,4,4,1,4,3,2,3,2,1,5,4,5,5,3,10.4,18.11,2.65,2.61,1,1,3,1,1,1,1,1,1,1,"N",2,2
397,397,1,1,2,2,2,1,4,4,1,2,1,2,4,3,1,4,3,2,3,2,1,5,5,4,5,3,5,19.23,3.06,3.06,2,2,1,4,1,3,3,1,2,1,"N",2,2
398,398,2,1,1,3,2,1,1,4,1,3,1,2,4,4,1,4,2,1,3,2,1,5,5,5,5,3,13.3,19.67,2.89,2.87,1,2,3,5,2,3,5,4,5,1,"N",2,2
399,399,1,1,2,2,1,3,1,1,1,3,1,4,4,4,1,4,2,2,2,2,1,5,3,4,5,3,12.8,15.04,2.91,2.88,2,3,1,3,3,3,5,5,5,1,"N",1,1
400,400,1,1,2,2,2,4,4,1,1,2,1,3,4,4,1,4,2,2,2,1,1,5,5,4,5,3,14.5,19.51,2.51,2.4,2,3,3,5,3,3,5,5,4,1,"N",1,1
401,401,1,1,2,2,1,1,4,2,1,2,1,4,4,2,1,4,3,2,3,2,1,5,4,4,5,3,12.6,18.87,3.09,3.01,2,2,3,5,5,5,5,5,5,1,"N",1,1
