"X","...1","s.gender","s.level","infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
678,678,2,1,2,2,1,1,4,3,1,4,1,3,4,4,1,4,5,5,4,5,5,1,1,1,1,1,7.9,1.52,2.07,1.12,2,1,3,1,1,1,1,1,1,2,"NE",2,2
679,679,2,2,2,3,1,4,3,3,1,4,1,2,4,1,1,4,5,5,5,5,5,1,1,1,1,1,10.7,0.27,1.85,0.76,2,3,2,3,1,3,3,1,1,2,"NE",2,1
680,680,2,2,2,3,1,2,4,3,4,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,NA,9.3,0.01,2.16,1.06,1,2,1,1,1,1,1,1,1,2,"NE",2,1
681,681,1,2,2,3,4,4,4,3,1,4,1,4,4,4,1,3,3,2,3,2,2,2,1,2,1,2,11.4,0.83,2.51,1.7,2,2,2,1,1,1,3,2,1,2,"NE",1,2
682,682,1,1,2,3,1,3,4,1,1,1,1,4,4,4,1,4,4,2,4,4,3,1,1,1,1,1,11,0.2,2.79,1.79,1,2,3,3,1,3,1,2,1,2,"NE",2,1
683,683,2,2,2,3,1,4,4,3,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,14.3,0.41,3,1.81,2,1,1,1,1,1,1,1,1,2,"NE",2,1
684,684,2,2,2,3,3,4,4,4,1,3,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,11.9,0.35,2.95,1.92,1,1,3,1,1,1,1,1,1,2,"NE",1,0
685,685,2,1,2,1,1,4,3,2,1,2,1,1,4,2,1,4,1,1,1,1,1,5,4,4,5,3,16,19.65,3.1,3.1,1,3,1,1,1,1,1,1,1,2,"NE",1,2
686,686,1,1,1,2,1,2,4,1,1,2,1,2,4,3,1,4,4,2,3,4,3,1,1,1,1,1,12.6,0.93,3.35,2.55,1,2,3,1,1,1,1,1,1,2,"NE",2,1
687,687,2,2,2,3,3,3,4,2,1,4,1,3,4,3,1,4,5,4,4,4,4,2,1,2,1,1,9.2,0.26,2.47,1.6,1,2,3,1,1,1,1,1,1,2,"NE",2,3
688,688,1,2,2,3,3,2,4,2,1,4,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,12.1,0.09,3.55,2.63,1,2,3,1,1,1,1,1,1,2,"NE",2,1
689,689,2,2,2,3,3,4,4,2,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,16,0.12,3.24,2.25,2,2,3,1,3,3,1,4,2,2,"NE",2,1
690,690,1,3,2,3,4,4,4,1,1,2,2,3,4,4,1,4,3,2,2,2,1,3,4,3,3,3,12.3,15.89,2.8,2.78,2,1,2,1,1,1,1,1,1,2,"NE",1,2
691,691,1,2,2,2,3,4,4,2,1,4,1,4,4,4,1,4,3,3,4,3,3,2,1,1,1,1,13.7,1.77,2.93,2.15,1,3,2,1,1,1,1,1,1,2,"NE",1,2
692,692,2,1,2,3,1,4,1,4,1,1,1,1,4,3,1,4,5,5,5,5,5,1,1,1,1,1,11.9,0.57,2.86,1.78,2,3,1,1,1,1,1,1,1,2,"NE",2,1
693,693,1,2,2,3,4,4,4,1,1,4,1,4,4,3,2,4,3,2,3,3,2,2,2,1,2,2,10.8,4.09,2.54,1.88,2,3,1,1,1,2,1,2,1,2,"NE",1,2
694,694,2,3,2,2,4,4,2,2,1,3,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,8,0.24,2.09,0.88,2,3,2,4,5,5,4,5,4,2,"NE",2,2
695,695,1,1,2,3,1,2,1,1,1,1,1,4,4,1,1,1,5,5,5,5,5,1,1,1,1,1,17.1,0.2,3.66,2.64,2,1,2,1,1,1,1,1,1,2,"NE",2,1
696,696,1,2,2,3,2,3,4,2,1,4,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,14.7,0.07,2.81,1.78,2,2,3,1,1,3,3,2,4,2,"NE",2,1
697,697,2,3,2,1,4,3,3,4,1,1,1,2,4,3,1,4,5,5,5,5,5,1,1,1,1,1,5.8,0.47,2.32,0.98,2,2,2,1,1,1,1,1,1,2,"NE",2,0
698,698,1,2,2,3,3,4,4,1,1,4,2,4,4,4,1,4,4,4,4,5,4,1,1,1,1,1,13.3,0.02,3.06,2.12,2,3,2,1,1,2,1,1,1,2,"NE",2,2
699,699,1,3,2,3,3,3,4,2,1,3,3,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,10.5,0.01,2.63,1.25,2,1,1,1,1,1,1,1,1,2,"NE",2,1
700,700,1,1,1,3,1,2,4,3,1,2,1,3,4,4,1,4,1,1,1,1,1,5,5,4,5,3,14.3,19.89,3.17,3.17,2,3,1,1,1,3,2,1,1,2,"NE",1,2
701,701,1,2,2,3,1,4,4,1,2,4,1,3,4,3,1,4,5,5,4,5,5,1,1,1,1,1,11.6,0.24,3.33,2.4,2,1,2,1,1,1,1,1,1,2,"NE",1,1
702,702,1,1,2,4,1,1,4,2,1,4,1,3,4,4,1,4,4,3,4,5,4,1,1,1,1,1,8.6,0.8,1.98,1.13,1,2,3,1,1,1,1,1,1,2,"NE",2,3
703,703,2,1,2,2,3,1,4,3,1,1,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,9.8,0.14,2.7,1.69,1,2,3,1,1,1,1,1,1,2,"NE",2,0
704,704,1,1,2,2,1,1,4,1,1,1,1,3,4,4,1,3,5,5,5,5,5,1,1,1,1,1,11.1,0.71,2.75,1.85,2,3,2,3,1,3,1,2,1,2,"NE",2,0
705,705,1,2,2,3,2,4,4,1,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,9.5,0.12,2.71,1.8,1,2,2,1,1,1,1,1,1,2,"NE",2,1
706,706,1,1,2,2,1,1,4,2,1,2,1,3,4,4,1,3,4,4,4,5,4,1,1,1,1,1,14,0.99,2.67,1.89,1,2,2,1,1,1,1,1,1,2,"NE",2,2
707,707,1,3,2,2,2,4,4,1,1,1,1,1,4,4,1,4,5,5,5,5,5,1,1,1,1,1,11.9,0.05,2.72,1.39,2,2,3,3,1,3,1,2,1,2,"NE",2,1
708,708,1,1,2,3,1,4,4,1,1,2,1,3,4,4,1,4,2,2,2,1,1,2,3,3,3,2,14.4,14.24,2.9,2.89,2,3,3,1,1,3,1,1,1,2,"NE",1,1
709,709,1,2,2,3,1,4,4,2,1,2,2,4,4,4,1,4,5,5,5,5,5,1,NA,NA,NA,1,8.7,0.18,2.47,1.38,1,2,3,1,1,1,1,1,1,2,"NE",2,1
710,710,2,1,2,3,1,2,1,4,1,3,1,2,4,4,1,4,2,2,2,2,1,4,3,4,5,2,16.7,16.89,2.83,2.81,1,2,2,1,1,1,1,1,1,2,"NE",1,1
711,711,1,2,2,3,2,1,4,1,1,3,2,3,4,3,1,4,5,5,5,5,5,1,1,1,1,1,14,0.02,3.25,2.23,2,2,1,1,1,1,1,1,1,2,"NE",2,1
712,712,1,3,2,3,4,1,4,1,1,4,1,3,4,3,1,4,4,4,4,5,5,2,1,1,1,1,7.8,0.3,2.66,1.42,2,1,2,1,1,1,1,1,1,2,"NE",2,1
713,713,1,3,2,3,1,4,4,1,1,4,1,4,4,4,1,2,5,5,4,5,4,1,1,1,1,1,15,0.48,2.21,1.14,2,1,2,1,1,1,1,1,1,2,"NE",2,1
714,714,1,1,2,3,1,1,4,1,1,1,2,4,4,4,1,2,5,5,5,5,5,1,1,1,1,1,10,0.01,2.31,1.33,1,2,3,1,1,1,1,1,1,2,"NE",2,0
715,715,1,1,2,3,1,2,2,1,1,1,1,3,4,4,1,4,3,2,4,3,3,2,1,1,1,1,14.7,0.1,2.75,1.8,2,2,2,1,1,3,2,5,1,2,"NE",1,2
716,716,1,2,2,3,1,1,4,1,1,1,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,10.7,0.17,3.22,2.17,1,2,2,1,1,1,1,1,1,2,"NE",2,1
717,717,1,1,2,2,1,2,2,1,1,3,1,4,4,4,1,2,4,4,4,5,4,1,1,1,1,1,8.1,0.06,1.69,0.73,2,2,2,1,1,3,1,1,1,2,"NE",2,1
718,718,2,3,2,4,1,3,3,4,1,2,1,4,4,4,2,4,5,5,5,5,5,1,1,1,1,1,11,0.59,2.81,1.65,2,3,1,1,1,1,1,1,1,2,"NE",2,1
719,719,2,2,2,3,4,4,4,2,1,4,3,2,4,2,2,4,4,3,4,4,3,2,1,1,2,2,11,0.42,2.42,1.59,2,2,2,1,1,3,1,2,1,2,"NE",1,1
720,720,2,2,2,3,3,3,4,4,1,3,1,4,4,3,2,4,5,5,5,5,5,1,1,1,1,1,18.3,0.49,3.2,2.18,2,2,2,1,1,2,1,1,1,2,"NE",2,0
721,721,1,2,2,2,1,4,4,4,1,4,2,4,4,3,1,4,3,2,2,2,1,3,2,3,2,3,12.2,11.26,2.56,2.48,1,2,1,1,1,1,1,1,1,2,"NE",1,3
722,722,2,3,2,3,3,3,4,4,1,2,2,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,10.4,0.14,3.11,1.68,2,2,3,3,1,2,2,2,1,2,"NE",2,0
723,723,2,2,2,3,2,2,4,1,1,2,3,4,4,4,2,4,5,5,5,5,5,1,1,1,1,1,14.5,0.41,3.43,2.32,2,1,3,1,1,1,1,1,1,2,"NE",1,1
724,724,2,1,2,3,1,2,1,1,2,3,1,3,3,2,1,4,5,5,5,5,5,1,1,1,1,1,8.9,0.08,3.45,2.48,2,3,1,1,1,2,1,1,1,2,"NE",2,2
725,725,1,2,2,3,2,4,4,4,1,3,1,4,4,4,1,4,5,5,4,5,5,1,1,1,1,1,10.6,0.12,2.8,1.74,2,1,1,1,1,1,1,1,1,2,"NE",2,2
726,726,2,3,2,3,3,4,3,2,1,4,1,4,4,4,1,4,2,1,1,1,1,5,5,5,5,3,10,19.94,3.1,3.1,1,2,2,1,1,1,1,1,1,2,"NE",1,2
727,727,1,2,2,3,4,3,4,1,1,4,1,4,4,2,1,4,5,5,5,5,5,1,1,1,1,1,15,0.19,3.3,2.34,1,2,3,1,1,1,1,1,1,2,"NE",2,1
728,728,1,2,1,2,1,3,4,3,1,4,2,3,4,3,1,4,5,5,5,5,5,NA,1,1,1,1,16.2,0.58,3.23,2.17,1,2,2,1,1,1,1,1,1,2,"NE",2,0
729,729,1,1,1,3,1,1,4,1,1,1,1,2,4,4,1,4,3,2,3,2,2,1,1,1,1,1,7.3,2.76,2.62,2.02,2,2,3,1,1,1,2,1,1,2,"NE",1,0
730,730,1,3,1,3,4,2,4,4,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,14.9,0.14,2.61,1.28,1,2,3,1,1,1,1,1,1,2,"NE",1,0
731,731,1,1,2,3,1,3,4,1,1,4,1,1,4,1,2,2,4,2,4,4,3,1,1,1,1,1,14.6,1.11,3.03,2.18,2,1,1,1,1,1,1,1,1,2,"NE",2,2
732,732,1,2,2,3,1,4,4,2,1,4,1,2,4,4,1,4,5,5,5,5,5,1,1,1,1,1,14.9,0.02,2.48,1.52,1,1,3,1,1,1,1,1,1,2,"NE",1,0
733,733,1,2,2,1,4,4,4,1,1,4,2,4,4,3,1,4,3,2,3,2,1,2,1,1,1,1,10.1,2.87,2.81,2.06,2,2,1,1,1,1,1,1,1,2,"NE",1,1
734,734,2,1,2,3,1,2,1,4,1,3,1,2,4,4,1,4,4,2,4,3,2,2,1,1,2,1,14.5,3.67,3.23,2.44,2,1,2,1,1,1,1,1,1,2,"NE",1,1
735,735,1,2,2,3,3,4,4,3,1,4,2,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,16.9,0.36,3.58,2.65,1,1,2,1,1,1,1,1,1,2,"NE",1,1
736,736,1,2,2,3,3,4,4,3,1,3,1,4,4,4,1,4,3,2,4,3,2,2,1,1,1,1,13.8,0.19,2.85,2.05,1,3,2,1,1,1,1,1,1,2,"NE",1,1
737,737,1,2,2,3,2,4,4,1,1,4,3,2,4,4,1,4,4,4,4,5,4,2,1,1,1,1,9.2,1.06,2.82,2.04,2,3,1,1,1,1,1,1,1,2,"NE",1,1
738,738,1,3,2,2,3,4,4,2,1,3,1,4,4,4,1,4,3,2,3,3,2,2,1,1,2,1,10.6,3.98,2.51,1.6,1,1,3,1,1,1,1,1,1,2,"NE",1,1
739,739,1,2,2,3,3,4,4,1,1,4,1,4,4,3,3,4,1,1,1,1,1,5,5,5,5,3,17.3,19.78,3.14,3.14,2,1,2,1,1,1,1,1,1,2,"NE",1,3
740,740,1,2,2,2,1,3,4,1,1,4,1,1,4,4,1,4,4,5,4,5,4,1,1,1,1,1,15,1.17,3.31,2.45,2,2,3,1,2,3,3,2,1,2,"NE",1,0
741,741,2,3,2,3,4,1,4,3,1,4,2,4,4,2,1,4,3,2,3,2,2,4,3,4,4,3,16.2,15.78,3.14,3.05,2,1,1,1,1,1,1,1,1,2,"NE",1,2
742,742,2,2,2,3,3,4,4,4,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,14.7,0.47,3.04,1.98,1,3,2,1,1,1,1,1,1,2,"NE",2,1
743,743,2,1,2,3,1,4,1,4,1,1,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,13.7,0.07,2.67,1.49,2,2,2,1,1,1,2,1,1,2,"NE",2,1
744,744,1,2,2,3,1,4,4,1,1,4,1,4,4,4,1,4,3,2,4,4,3,1,1,1,1,1,13.3,0.92,2.51,1.5,1,1,2,1,1,1,1,1,1,2,"NE",1,2
745,745,1,2,2,2,1,4,4,2,1,3,1,2,4,2,1,4,3,2,4,3,3,1,1,1,1,1,12.7,0.35,2.77,2.06,1,2,3,1,1,1,1,1,1,2,"NE",1,1
746,746,2,2,2,2,4,3,4,3,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,10.7,0.12,3.08,2.04,2,2,3,5,5,3,4,5,5,2,"NE",2,1
747,747,2,1,2,3,1,1,1,1,1,2,1,1,4,3,1,4,1,1,1,2,1,5,4,4,5,2,9.2,19.74,2.93,2.92,2,1,2,1,1,1,1,1,1,2,"NE",1,3
748,748,2,2,2,3,3,4,3,2,1,4,1,3,4,3,1,4,5,5,4,5,4,2,1,1,1,1,11,0,1.89,0.8,1,3,1,1,1,1,1,1,1,2,"NE",1,0
749,749,1,1,2,3,1,2,4,3,1,1,1,2,4,3,1,4,5,5,5,5,5,1,1,1,1,1,9.6,0.15,2.51,1.55,2,2,3,4,3,3,3,2,1,2,"NE",2,1
750,750,1,1,1,2,1,1,1,1,2,3,1,2,4,4,1,4,4,2,4,4,4,1,1,1,1,1,13,0.51,3.25,2.39,2,1,2,1,1,1,1,1,1,2,"NE",2,1
751,751,1,2,2,3,4,3,4,1,1,4,1,3,4,4,1,4,4,5,4,5,4,1,1,1,1,1,17.9,0.46,3.49,2.54,2,1,2,1,1,1,1,1,1,2,"NE",2,3
752,752,1,1,1,3,1,1,4,1,1,4,1,3,4,4,1,3,4,3,4,4,3,1,1,1,1,1,13.1,1.54,2.83,1.99,2,2,2,1,1,1,2,1,1,2,"NE",1,1
753,753,1,1,2,3,1,2,3,1,1,1,1,1,4,4,1,4,3,2,3,2,1,2,1,1,1,1,14.1,1.21,2.94,2.2,2,2,3,3,3,3,3,4,1,2,"NE",1,1
754,754,2,2,1,3,2,3,3,2,1,4,1,3,4,4,3,4,4,4,4,5,4,2,1,2,1,1,8,1.03,2.41,1.57,2,2,1,1,1,1,1,1,1,2,"NE",1,2
755,755,2,2,2,3,4,3,4,4,1,4,1,4,4,4,4,4,5,5,5,5,5,1,1,1,1,1,12.6,0.18,3.48,2.34,2,3,1,1,1,1,1,1,1,2,"NE",2,1
756,756,2,1,2,3,1,4,2,3,1,1,1,3,4,3,1,4,5,5,5,5,5,1,1,1,1,1,16.8,0.33,3.19,2.25,2,2,2,3,1,3,3,2,4,2,"NE",1,1
757,757,1,1,1,3,1,3,4,1,2,2,1,4,4,2,1,3,5,5,5,5,5,1,1,1,1,1,11.4,0.76,3.25,2.22,2,2,3,1,1,1,1,1,1,2,"NE",2,1
758,758,2,3,2,3,2,4,4,4,1,4,1,3,4,4,3,4,5,5,5,5,5,1,1,1,1,1,12.8,0.73,3.13,1.78,1,3,2,1,1,1,1,1,1,2,"NE",1,0
759,759,1,2,2,3,2,4,4,1,1,4,1,4,4,4,1,4,4,4,4,5,4,1,1,1,1,1,9.9,0.08,2.52,1.52,1,3,1,1,1,1,1,1,1,2,"NE",2,2
760,760,2,2,2,3,3,4,4,2,1,3,2,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,3.7,0.17,1.8,0.57,2,3,2,1,1,1,1,1,1,2,"NE",1,1
761,761,2,2,2,2,3,4,2,3,1,4,1,4,4,2,1,4,5,5,5,5,5,1,1,1,1,1,9.2,0.25,2.53,1.46,2,1,3,1,1,1,1,1,1,2,"NE",2,1
762,762,1,2,2,3,1,3,4,3,1,4,1,4,4,1,1,4,5,5,5,5,5,1,1,1,1,1,11.3,0.03,2.58,1.46,2,3,1,1,1,1,1,1,1,2,"NE",2,0
763,763,1,2,1,3,1,2,4,1,1,4,1,3,4,4,1,4,3,2,3,3,2,2,1,1,2,1,11.1,2.15,2.61,1.87,2,3,1,1,1,1,1,1,1,2,"NE",2,3
764,764,1,3,2,3,4,1,4,2,1,3,1,3,4,4,1,3,4,3,4,5,4,1,1,1,1,1,17,0.11,2.93,1.65,2,2,1,1,1,3,1,2,1,2,"NE",2,2
765,765,1,2,1,3,3,3,4,3,1,4,1,4,4,3,1,4,3,2,3,2,1,3,1,1,1,3,12.3,9.02,2.35,2.28,2,3,2,1,1,2,1,1,1,2,"NE",1,2
766,766,1,3,1,3,1,4,4,2,1,4,1,3,4,2,1,4,5,5,5,5,5,1,1,1,1,1,16,0.26,3.61,2.28,1,1,3,1,1,1,1,1,1,2,"NE",1,0
767,767,1,2,2,3,1,4,4,1,1,4,1,4,4,4,1,4,3,2,3,2,1,2,1,1,1,1,8.1,3.66,2.33,1.73,2,2,1,3,1,3,1,1,1,2,"NE",1,1
768,768,2,3,2,3,4,4,4,1,2,2,2,1,4,4,1,4,5,5,5,5,5,1,1,1,1,1,19.1,0.23,3.36,1.88,1,2,2,1,1,1,1,1,1,2,"NE",2,1
769,769,1,3,2,3,4,4,4,2,1,3,1,2,4,4,1,4,3,3,4,3,3,2,1,1,1,1,14.5,3.55,2.97,2.08,1,2,1,NA,1,1,1,1,1,2,"NE",2,2
770,770,1,2,2,3,4,4,4,1,1,4,1,2,4,1,1,4,5,5,5,5,5,1,1,1,1,1,10.4,0.09,2.3,1.32,1,1,3,1,1,1,1,1,1,2,"NE",2,0
771,771,2,1,2,3,2,1,1,2,1,1,1,2,4,4,2,4,5,5,5,5,5,1,1,1,1,1,12.1,0.16,2.48,1.48,2,2,1,1,1,1,1,1,1,2,"NE",2,0
772,772,1,1,2,3,3,3,2,2,1,2,1,4,4,4,1,4,4,5,5,5,4,1,1,1,1,1,15.2,0.02,2.81,1.91,2,1,1,1,1,1,1,1,1,2,"NE",2,1
773,773,1,1,1,3,1,2,2,2,1,1,1,4,4,3,1,1,5,4,4,5,4,1,1,1,1,1,10.3,0.41,2.59,1.58,1,2,3,1,1,1,1,1,1,2,"NE",2,2
774,774,1,2,2,3,4,4,4,1,1,4,1,1,4,3,1,4,5,5,5,5,5,1,1,1,1,1,12.6,0.04,2.77,1.72,2,2,3,3,1,2,3,1,1,2,"NE",2,0
775,775,1,2,2,3,2,4,4,3,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,5.5,0.5,2.04,0.91,1,2,3,1,1,2,2,2,1,2,"NE",2,1
776,776,1,1,1,3,1,3,4,1,1,3,1,4,4,4,1,2,5,5,5,5,5,1,1,1,1,1,10.8,0.46,2.45,1.54,2,1,3,1,1,2,1,2,1,2,"NE",2,1
777,777,2,3,2,4,4,3,3,1,3,3,1,2,4,4,1,4,3,2,4,4,2,3,1,3,2,1,15.3,5.87,2.68,1.85,2,2,3,3,3,3,3,4,4,2,"NE",2,2
778,778,1,1,1,3,1,2,4,4,1,2,1,3,4,2,1,4,5,5,4,5,4,1,1,1,1,1,10.3,0.13,2.9,1.86,2,1,1,1,1,1,1,1,1,2,"NE",2,1
779,779,1,2,2,3,1,4,4,1,1,4,1,4,4,4,1,4,5,4,5,5,4,1,1,1,1,1,14.5,0.42,3.29,2.36,1,3,2,1,1,1,1,1,1,2,"NE",1,1
780,780,1,1,2,3,1,4,4,2,1,1,1,1,4,2,1,4,3,2,4,4,2,1,1,1,1,1,9.1,1.84,2.5,1.82,2,2,1,1,1,1,1,1,1,2,"NE",1,1
781,781,1,3,2,3,2,4,4,2,1,4,1,4,4,4,1,4,5,5,5,5,4,1,1,1,1,1,14,0.83,2.34,1.21,2,2,1,1,1,1,1,1,1,2,"NE",2,1
782,782,2,3,1,3,1,4,4,2,1,4,2,3,4,4,1,4,4,3,4,4,4,2,2,1,1,2,13,2.06,2.42,1.3,2,2,1,1,1,1,1,1,1,2,"NE",2,2
783,783,2,2,2,3,4,2,4,4,1,4,1,4,4,2,1,4,4,2,4,4,3,2,2,1,3,1,18.1,4.08,3.72,3.08,2,2,1,1,1,1,1,1,1,2,"NE",1,1
784,784,2,1,2,3,1,3,2,2,1,3,1,1,4,2,1,4,5,5,5,5,5,1,1,1,1,1,9.4,0.11,3.19,2.17,2,1,1,1,1,1,1,1,1,2,"NE",2,0
785,785,2,2,2,3,2,4,4,4,1,4,4,4,4,4,3,4,3,2,3,3,2,3,4,3,5,3,12.6,7.37,3.24,2.97,1,2,1,1,1,1,1,1,1,2,"NE",1,2
786,786,2,2,2,2,1,2,4,4,2,4,1,3,4,4,2,4,5,5,5,5,5,2,1,1,1,1,9.8,0.32,2.85,1.75,2,1,3,1,1,1,1,1,1,2,"NE",2,3
787,787,2,2,2,3,2,4,2,1,1,4,1,3,4,4,2,4,5,5,5,5,5,1,1,1,1,1,12.1,0.02,2.71,1.72,1,1,3,1,1,1,1,1,1,2,"NE",2,1
788,788,1,2,2,3,4,4,4,2,1,4,4,3,4,2,1,4,5,5,5,5,5,1,1,1,1,1,12,0.24,2.15,1.01,1,1,3,1,1,1,1,1,1,2,"NE",2,0
789,789,2,2,2,3,1,3,4,4,1,4,2,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,9.8,0.32,2.29,1.17,1,2,1,1,1,1,1,1,1,2,"NE",2,1
790,790,1,2,2,2,2,4,4,1,1,4,1,3,4,3,1,4,4,3,4,4,4,1,1,1,1,1,8.4,0.78,2.25,1.48,2,2,1,1,1,1,1,1,1,2,"NE",1,1
791,791,1,2,1,2,4,4,4,1,1,3,2,4,4,3,1,4,5,5,5,5,5,1,1,1,1,1,9.5,0.19,2.52,1.6,2,2,3,1,1,3,3,2,1,2,"NE",1,1
792,792,1,3,2,2,2,4,4,3,1,1,1,2,4,4,1,4,3,2,3,1,1,3,3,3,3,3,13.9,15.2,2.67,2.6,2,3,2,1,1,2,1,2,1,2,"NE",1,1
793,793,2,2,2,2,2,4,4,1,1,2,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,11.2,0,2.83,1.8,2,3,1,1,1,1,1,1,1,2,"NE",2,1
794,794,2,2,2,3,1,3,4,2,1,4,3,4,4,4,1,4,5,5,5,5,4,1,1,1,1,1,10.1,0.31,2.58,1.61,1,3,3,1,1,1,1,1,1,2,"NE",2,2
795,795,2,1,2,3,1,2,4,1,1,1,1,3,4,4,3,4,5,5,5,5,5,1,1,1,1,1,14.5,0.07,3.24,2.04,2,2,3,1,1,1,1,1,1,2,"NE",2,1
796,796,1,1,1,3,2,3,4,3,1,4,1,3,4,4,1,3,4,3,4,4,3,1,1,1,1,1,13.9,0.28,2.99,2.06,1,3,1,1,1,1,1,1,1,2,"NE",2,1
797,797,2,3,2,3,4,3,3,1,2,4,4,4,4,4,1,4,3,2,4,3,3,5,4,4,3,3,11.6,13.12,2.76,2.11,2,2,2,5,5,5,5,5,5,3,"NE",1,1
798,798,1,3,2,3,4,3,4,1,1,1,1,2,4,4,1,4,3,2,3,2,1,3,3,4,2,2,13,14.59,2.23,1.68,2,3,1,4,3,3,4,4,4,3,"NE",1,0
799,799,1,3,2,3,1,3,4,1,4,1,4,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,6.7,19.76,2.79,2.57,2,1,2,5,3,3,4,5,4,3,"NE",1,2
800,800,1,1,2,2,2,1,4,3,1,2,1,4,4,3,3,4,3,2,3,2,1,3,1,1,2,1,11.6,5.68,2.59,1.86,1,2,1,4,3,3,3,5,2,3,"NE",1,1
801,801,1,2,2,3,4,3,4,1,3,4,1,2,4,3,1,4,4,3,4,4,3,2,1,1,1,1,14.1,0.08,2.49,1.16,1,2,3,5,5,5,4,5,5,3,"NE",2,0
802,802,2,2,2,3,3,4,4,4,1,4,2,4,4,4,1,4,3,2,4,2,3,5,4,4,5,3,10.3,10.73,3.13,2.64,2,2,2,5,3,3,3,5,5,3,"NE",1,1
803,803,2,3,2,2,4,1,1,4,1,2,1,1,4,4,1,4,3,2,3,2,2,5,4,4,5,3,9.3,16.36,2.19,1.65,1,2,3,5,4,5,5,4,5,3,"NE",1,0
804,804,1,2,2,3,4,4,4,3,1,4,1,4,4,2,1,4,4,2,4,4,4,2,2,1,1,1,12.9,0.35,3.02,1.69,2,2,3,5,5,5,5,5,5,3,"NE",1,1
805,805,1,2,2,3,2,4,4,2,1,4,1,3,4,4,1,4,4,2,4,3,3,3,1,1,2,1,13.4,0.63,3.06,1.82,2,3,3,5,4,3,4,4,4,3,"NE",1,0
806,806,2,1,2,2,1,4,2,1,1,1,1,2,2,4,1,4,1,1,1,1,1,5,5,5,5,3,9.1,19.1,3.02,2.95,1,2,3,5,5,5,5,5,5,3,"NE",2,2
807,807,2,2,2,3,2,3,4,2,1,4,1,4,4,3,1,4,3,2,4,2,1,5,4,3,5,2,13.8,17.96,3.22,3.17,1,1,3,5,3,3,5,5,2,3,"NE",2,2
808,808,2,2,2,3,1,4,4,3,1,4,1,4,4,4,2,4,4,3,4,3,4,3,1,3,2,1,8.5,2.78,2.91,1.86,1,2,2,4,2,3,3,4,1,3,"NE",2,1
809,809,2,2,2,2,1,4,4,4,2,4,1,4,4,3,1,4,3,2,4,3,3,4,4,3,4,2,7.8,8.93,1.98,1.34,2,3,2,5,5,5,5,5,5,3,"NE",2,2
810,810,1,3,2,3,4,3,4,1,1,4,1,2,4,3,1,4,3,2,3,2,3,3,2,3,4,3,17.7,9.56,3.39,2.63,2,3,2,5,5,5,5,5,5,3,"NE",2,1
811,811,2,3,2,3,4,4,3,2,1,1,1,1,4,4,1,4,3,2,3,2,1,5,5,5,5,3,13.7,17.76,2.23,2.11,2,3,2,4,3,3,4,5,5,3,"NE",2,2
812,812,1,3,2,4,4,3,4,1,1,1,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,13.8,0.25,3.03,1.54,2,3,1,5,4,5,5,4,5,3,"NE",2,0
813,813,1,2,2,3,2,4,4,2,2,4,1,4,4,4,1,4,1,1,1,1,1,5,4,5,5,3,9.2,19.95,2.6,2.56,2,2,1,5,3,5,4,5,5,3,"NE",2,1
814,814,1,2,2,2,1,1,4,2,1,4,1,2,4,4,1,4,1,1,1,1,1,5,4,4,5,3,17.1,20,3.35,3.34,2,2,2,4,3,3,4,4,5,3,"NE",2,2
